Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",bitterness,2020-04-05 16:20:00, LingeringTaste ,instagram, #Bitterness #BitterAftertaste ,10.0,20.0,India,2020,4,5,16
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",overwhelmed,2021-11-29 08:45:00, TempestSurvivor ,facebook, #Overwhelmed #DrowningSoul ,20.0,40.0,USA,2021,11,29,8
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealous,2019-12-12 17:00:00, VenomousHeart ,twitter, #Jealous #HeartOfDiscontent ,16.0,32.0,Australia,2019,12,12,17
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated,2022-05-20 14:50:00, FragileTrust ,instagram, #Devastated #ShatteredTrust ,25.0,50.0,Canada,2022,5,20,14
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated,2020-09-03 12:15:00, BrokenThreads ,facebook, #Frustrated #SlippingThreads ,14.0,28.0,UK,2020,9,3,12
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious,2021-02-10 19:30:00, SuccessPill ,twitter, #Envious #BitterPill ,20.0,40.0,USA,2021,2,10,19
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,2018-08-18 14:40:00, CurtainShield ,instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",despair,2022-02-28 21:00:00, FoggyLabyrinth ,facebook, #Despair #LabyrinthOfHopelessness ,8.0,16.0,Canada,2022,2,28,21
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness,2019-10-15 10:30:00, IcyResentment ,twitter, #Bitterness #IciclesOfResentment ,15.0,30.0,UK,2019,10,15,10
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",loneliness,2017-12-01 18:50:00, SolitaryMoon ,instagram, #Loneliness #StarlessSky ,18.0,36.0,USA,2017,12,1,18
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",yearning,2020-04-18 16:15:00, VanishedSunset ,facebook, #Yearning #HuesOfSunset ,10.0,20.0,Australia,2020,4,18,16
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful,2023-01-07 03:30:00, NightPrisoner ,twitter, #Fearful #LurkingMonsters ,18.0,36.0,India,2023,1,7,3
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",apprehensive,2021-06-10 10:00:00, WindWhisperer ,instagram, #Apprehensive #StormOfDoubt ,14.0,28.0,Canada,2021,6,10,10
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed,2020-02-22 15:20:00, MazeExplorer ,facebook, #Overwhelmed #MinotaurOfPressure ,22.0,44.0,USA,2020,2,22,15
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealous,2018-03-17 14:45:00, WoundedGarden ,twitter, #Jealous #BloomingAchievements ,16.0,32.0,UK,2018,3,17,14
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",devastated,2022-10-28 11:15:00, RuinedHeart ,instagram, #Devastated #EchoesOfShatteredDreams ,25.0,50.0,Australia,2022,10,28,11
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",frustrated,2020-11-01 12:30:00, KnotUntangler ,facebook, #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0,India,2020,11,1,12
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",envious,2021-01-15 22:10:00, ElusiveKeys ,twitter, #Envious #DesireForKeys ,20.0,40.0,USA,2021,1,15,22
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,2018-08-18 14:00:00, IndifferentFort ,instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",frustrated,2022-01-07 11:10:00, DreamMosaic ,twitter, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11
Awe-struck by the breathtaking sunrise over the mountains.      ,awe,2022-04-03 06:15:00, NatureAdmirer  ,instagram, #Awe #BreathtakingSunrise                   ,28.0,55.0,USA,2022,4,3,6
Navigating through the challenges with determination.          ,determination,2023-10-12 10:30:00, GoalPursuer    ,twitter, #Determination #Challenges                  ,15.0,30.0,Canada,2023,10,12,10
Nostalgia hits while flipping through an old photo album.     ,nostalgia,2019-06-28 19:00:00, MemoryLane     ,facebook, #Nostalgia #OldMemories                     ,22.0,45.0,UK,2019,6,28,19
Thrilled to witness the grandeur of a cultural festival.       ,thrill,2020-09-15 14:45:00, CultureEnthusiast ,instagram, #Thrill #CulturalCelebration              ,40.0,80.0,India,2020,9,15,14
Calmness found in the rhythm of raindrops on the windowpane.   ,calmness,2017-11-08 21:20:00, RainWatcher    ,twitter, #Calmness #RainyDays                        ,18.0,35.0,Australia,2017,11,8,21
Overwhelmed by the support received during a personal challenge.,overwhelmed,2021-05-20 17:30:00, PersonalJourney ,facebook, #Overwhelmed #SupportiveCommunity          ,25.0,50.0,USA,2021,5,20,17
Excitement builds as the countdown to a long-awaited vacation begins. ,excitement,2023-01-10 12:00:00, VacationDreamer ,instagram, #Excitement #VacationCountdown        ,30.0,60.0,France,2023,1,10,12
"Reflecting on life's journey, grateful for the lessons learned. ",gratitude,2018-12-05 08:45:00, LifeLearner   ,twitter, #Gratitude #LifeLessons                    ,35.0,70.0,Brazil,2018,12,5,8
Bittersweet emotions arise while bidding farewell to a dear friend. ,bittersweet,2020-03-15 18:30:00, FarewellSender ,instagram, #Bittersweet #Farewell                     ,20.0,40.0,Japan,2020,3,15,18
Curiosity sparked by exploring a mysterious ancient ruin.      ,curiosity,2016-08-22 15:10:00, HistoryExplorer ,facebook, #Curiosity #AncientDiscovery          ,18.0,35.0,Greece,2016,8,22,15
Admiration for the intricate details of a handcrafted masterpiece. ,admiration,2019-08-20 16:00:00, CraftEnthusiast ,instagram, #Admiration #HandcraftedArt               ,25.0,50.0,USA,2019,8,20,16
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,overjoyed,2021-12-08 19:30:00, WinterLover     ,twitter, #Overjoyed #WinterWarmth                  ,18.0,35.0,Canada,2021,12,8,19
Inspiration strikes while observing the colors of a vibrant sunset.,inspiration,2020-06-10 20:45:00, SunsetWatcher   ,instagram, #Inspiration #ColorfulSunset             ,30.0,60.0,UK,2020,6,10,20
Motivated to achieve fitness goals after an invigorating workout.  ,motivation,2022-02-28 07:15:00, FitnessJunkie   ,facebook, #Motivation #FitnessGoals                 ,40.0,80.0,Australia,2022,2,28,7
Gratitude for the simple joys found in a cup of morning coffee.    ,gratitude,2017-04-15 08:00:00, CoffeeLover     ,twitter, #Gratitude #MorningCoffee                 ,22.0,45.0,India,2017,4,15,8
Feeling empowered after conquering a challenging hiking trail.     ,empowerment,2018-09-05 14:20:00, HikingExplorer  ,instagram, #Empowerment #HikingAdventure             ,35.0,70.0,USA,2018,9,5,14
Amused by the antics of playful kittens during playtime.           ,amusement,2022-10-22 12:45:00, KittyObserver   ,facebook, #Amusement #PlayfulKittens               ,15.0,30.0,Canada,2022,10,22,12
Contemplating life's mysteries under the starry night sky.         ,contemplation,2016-07-02 23:30:00, Stargazer       ,twitter, #Contemplation #StarryNight               ,28.0,55.0,UK,2016,7,2,23
Joyful reunion with long-lost friends after years of separation.   ,joyfulreunion,2020-11-18 17:10:00, FriendshipRenewal ,instagram, #JoyfulReunion #Friendship               ,20.0,40.0,India,2020,11,18,17
Excitement builds while preparing for a surprise celebration.     ,excitement,2023-03-05 15:00:00, CelebrationPlanner ,facebook, #Excitement #SurpriseCelebration         ,30.0,60.0,Australia,2023,3,5,15
Satisfaction derived from successfully completing a DIY project.  ,satisfaction,2015-12-01 11:30:00, DIYEnthusiast   ,twitter, #Satisfaction #DIYProject                 ,25.0,50.0,USA,2015,12,1,11
Feeling blessed for the supportive community in times of need.    ,blessed,2021-09-10 09:45:00, CommunityHelper ,instagram, #Blessed #SupportiveCommunity            ,18.0,35.0,UK,2021,9,10,9
Captivated by the serenity of a tranquil garden in full bloom.     ,serenity,2018-05-12 14:20:00, GardenEnthusiast ,facebook, #Serenity #TranquilGarden                ,22.0,45.0,Canada,2018,5,12,14
Anticipation for an upcoming adventure in an exotic destination.   ,anticipation,2022-07-25 10:00:00, Wanderlust      ,twitter, #Anticipation #AdventureAwaits           ,40.0,80.0,India,2022,7,25,10
Reflecting on personal growth achieved through life experiences.  ,reflection,2019-03-08 18:30:00, GrowthSeeker    ,instagram, #Reflection #PersonalGrowth              ,35.0,70.0,USA,2019,3,8,18
Nostalgic memories flood in while revisiting childhood favorites. ,nostalgia,2017-01-28 21:15:00, ChildhoodMemories ,facebook, #Nostalgia #ChildhoodFavorites           ,20.0,40.0,Australia,2017,1,28,21
Appreciation for the vibrant culture experienced during travel.   ,appreciation,2016-11-14 13:45:00, CultureExplorer ,twitter, #Appreciation #CulturalExperience        ,28.0,55.0,UK,2016,11,14,13
Confidence soars after overcoming public speaking anxiety.       ,confidence,2020-04-02 17:30:00, PublicSpeaker   ,instagram, #Confidence #OvercomingAnxiety          ,15.0,30.0,USA,2020,4,2,17
Contentment in the midst of a family gathering filled with laughter. ,contentment,2023-01-15 19:00:00, FamilyCelebration ,facebook, #Contentment #FamilyLaughter             ,25.0,50.0,Canada,2023,1,15,19
Enthusiasm for learning new skills and expanding knowledge.      ,enthusiasm,2018-08-07 12:15:00, LifelongLearner ,twitter, #Enthusiasm #SkillBuilding               ,30.0,60.0,India,2018,8,7,12
Surprise and delight at discovering a hidden gem in the city.    ,surprise,2019-10-18 16:45:00, CityExplorer    ,instagram, #Surprise #HiddenGem                      ,18.0,35.0,UK,2019,10,18,16
A sense of accomplishment after completing a challenging workout.,accomplishment,2022-06-30 07:00:00, FitnessAchiever ,facebook, #Accomplishment #FitnessSuccess         ,22.0,45.0,Australia,2022,6,30,7
Wonderment at the beauty of a double rainbow after the rain.     ,wonderment,2017-06-12 18:20:00, RainbowChaser   ,twitter, #Wonderment #DoubleRainbow               ,35.0,70.0,USA,2017,6,12,18
Optimism for a bright future amidst challenging times.           ,optimism,2021-07-05 09:30:00, FutureOptimist  ,instagram, #Optimism #BrightFuture                  ,20.0,40.0,Canada,2021,7,5,9
Pride in achieving a personal milestone in career progression.   ,pride,2016-04-15 14:50:00, CareerAchiever  ,facebook, #Pride #CareerMilestone                  ,28.0,55.0,UK,2016,4,15,14
Happiness blooms like flowers in a garden on a sunny day.        ,happiness,2020-02-10 11:15:00, SunnyDayEnthusiast ,twitter, #Happiness #SunnyDay                      ,15.0,30.0,India,2020,2,10,11
Elation over discovering a rare book in a quaint bookstore.      ,elation,2018-09-22 16:30:00, Bookworm        ,instagram, #Elation #RareBookDiscovery              ,40.0,80.0,USA,2018,9,22,16
Curiosity piqued by the mysteries of an ancient archaeological site.,curiosity,2015-11-08 10:00:00, ArchaeologyEnthusiast ,facebook, #Curiosity #AncientMysteries            ,18.0,35.0,Australia,2015,11,8,10
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,enchantment,2022-08-10 22:00:00, NightSkyObserver ,instagram, #Enchantment #CosmicFireflies             ,25.0,50.0,Brazil,2022,8,10,22
Intrigued by the symphony of colors in an abstract art exhibition. ,intrigue,2019-04-05 17:30:00, ArtConnoisseur  ,twitter, #Intrigue #AbstractArt                   ,18.0,35.0,France,2019,4,5,17
Giggles and joy echo in the air during a children's playdate.      ,playfuljoy,2020-12-15 15:45:00, PlayfulParent   ,facebook, #PlayfulJoy #ChildrensPlaydate           ,22.0,45.0,Japan,2020,12,15,15
Enveloped in serenity while practicing mindfulness by the lake.    ,mindfulness,2017-10-20 08:15:00, ZenSeeker       ,instagram, #Mindfulness #LakeTranquility            ,35.0,70.0,Canada,2017,10,20,8
Chasing dreams like a kite soaring high in the vast open sky.      ,dreamchaser,2021-02-28 13:00:00, SkyDreamer      ,twitter, #DreamChaser #SkyHighDreams              ,30.0,60.0,Australia,2021,2,28,13
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,elegance,2018-06-12 20:30:00, DanceEnthusiast ,facebook, #Elegance #BallroomDance                ,28.0,55.0,UK,2018,6,12,20
Whimsical delight in a world of fairy tales and magical creatures.  ,whimsy,2016-03-08 14:20:00, FairyTaleExplorer ,instagram, #Whimsy #MagicalWorld                    ,20.0,40.0,USA,2016,3,8,14
Pensive contemplation amid the ancient ruins of a forgotten civilization. ,pensive,2023-04-18 17:10:00, RuinsExplorer   ,twitter, #Pensive #AncientCivilization           ,18.0,35.0,Greece,2023,4,18,17
Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,thrill,2020-07-25 12:45:00, RollercoasterFan ,facebook, #Thrill #RollercoasterAdventure        ,22.0,45.0,Germany,2020,7,25,12
Harmony resonates as musicians play a melody of unity and togetherness. ,harmony,2019-11-30 19:30:00, MusicHarmonist  ,instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,11,30,19
A burst of creativity in the quiet solitude of an artist's studio.  ,creativity,2015-09-01 16:00:00, StudioArtist    ,twitter, #Creativity #ArtistsHaven               ,15.0,30.0,Italy,2015,9,1,16
Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,radiance,2022-05-05 10:15:00, SpringEnthusiast ,facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,5,5,10
A sense of wonder at the vastness of the cosmos on a stargazing night. ,wonder,2018-07-08 23:00:00, CosmosExplorer  ,instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,7,8,23
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,rejuvenation,2021-09-20 14:30:00, SeaBreezeLover ,twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,Spain,2021,9,20,14
Whispers of inspiration from the rustling leaves in a serene forest. ,inspiration,2016-11-15 11:45:00, ForestDreamer   ,facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,11,15,11
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,coziness,2020-01-12 18:00:00, WinterWarmth    ,instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,Switzerland,2020,1,12,18
Heartfelt gratitude for the laughter shared during a family reunion. ,gratitude,2017-12-28 19:15:00, FamilyGatherer ,facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,Austria,2017,12,28,19
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",adventure,2019-03-02 20:20:00, CulinaryExplorer ,twitter, #Adventure #CulinaryJourney             ,35.0,70.0,Belgium,2019,3,2,20
Euphoria floods in as the final puzzle piece clicks into place.       ,euphoria,2022-06-08 15:30:00, PuzzleSolver    ,instagram, #Euphoria #PuzzleCompletion            ,20.0,40.0,Denmark,2022,6,8,15
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,awe,2018-08-18 14:45:00, CathedralVisitor ,facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,8,18,14
Captivated by the ethereal beauty of a field filled with fireflies. ,enchantment,2022-08-10 22:00:00, NightSkyObserver ,instagram, #Enchantment #FireflyField              ,25.0,50.0,Brazil,2022,8,10,22
Immersed in the enchanting melodies of a street musician's violin. ,melodic,2019-04-05 17:30:00, MusicLover      ,twitter, #Melodic #StreetMusic                   ,18.0,35.0,France,2019,4,5,17
Joyful laughter resonates through a lively summer carnival.         ,festivejoy,2020-12-15 15:45:00, CarnivalGoer    ,facebook, #FestiveJoy #SummerCarnival             ,22.0,45.0,Japan,2020,12,15,15
Exploring the universe within during a mindful meditation session. ,innerjourney,2017-10-20 08:15:00, MindfulExplorer ,instagram, #InnerJourney #MeditationBliss          ,35.0,70.0,Canada,2017,10,20,8
Soaring like a free spirit on the winds of a coastal cliff.        ,freedom,2021-02-28 13:00:00, CoastalExplorer ,twitter, #Freedom #CoastalAdventure              ,30.0,60.0,Australia,2021,2,28,13
Dazzled by the elegance of a masquerade ball's dazzling costumes. ,dazzle,2018-06-12 20:30:00, MasqueradeAttendee ,facebook, #Dazzle #MasqueradeElegance            ,28.0,55.0,UK,2018,6,12,20
Whimsical delight in a world of whimsical fairy tales.             ,whimsy,2016-03-08 14:20:00, FairyTaleAdventurer ,instagram, #Whimsy #FairyTaleMagic                 ,20.0,40.0,USA,2016,3,8,14
Reflective contemplation amid the ruins of a forgotten era.        ,reflection,2023-04-18 17:10:00, RuinsExplorer   ,twitter, #Reflection #ForgottenEra               ,18.0,35.0,Greece,2023,4,18,17
Riding the adrenaline rush on a rollercoaster's wild twists.      ,adrenaline,2020-07-25 12:45:00, ThrillSeeker    ,facebook, #Adrenaline #RollercoasterThrills      ,22.0,45.0,Germany,2020,7,25,12
Harmony resonates as musicians play a symphony of unity.           ,harmony,2019-11-30 19:30:00, MusicHarmonist  ,instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,11,30,19
A burst of artistic creativity in the quietude of an artist's studio. ,artisticburst,2015-09-01 16:00:00, StudioArtist    ,twitter, #ArtisticBurst #StudioCreativity       ,15.0,30.0,Italy,2015,9,1,16
Radiant joy akin to blossoming flowers on a sunlit spring morning. ,radiance,2022-05-05 10:15:00, SpringEnthusiast ,facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,5,5,10
Awe-inspired by the vastness of the cosmos on a stargazing night.   ,wonder,2018-07-08 23:00:00, CosmosExplorer  ,instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,7,8,23
Whispers of inspiration from the rustling leaves in a serene forest. ,inspiration,2016-11-15 11:45:00, ForestDreamer   ,facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,11,15,11
"Embarking on a culinary odyssey, savoring flavors around the world. ",culinaryodyssey,2019-03-02 20:20:00, CulinaryExplorer ,twitter, #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0,Belgium,2019,3,2,20
Euphoria floods in as the final puzzle piece fits perfectly.       ,euphoria,2022-06-08 15:30:00, PuzzleSolver    ,instagram, #Euphoria #PerfectPuzzle               ,20.0,40.0,Denmark,2022,6,8,15
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,awe,2018-08-18 14:45:00, CathedralVisitor ,facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,8,18,14
Curiosity awakened by the mysteries of an ancient archaeological site. ,curiosity,2015-11-08 10:00:00, ArchaeologyEnthusiast ,instagram, #Curiosity #AncientMysteries          ,18.0,35.0,Australia,2015,11,8,10
Giddy with excitement as the first snowflakes dance from the sky. ,excitement,2020-12-02 17:30:00, SnowfallEnthusiast ,twitter, #Excitement #SnowfallMagic             ,22.0,45.0,Canada,2020,12,2,17
Contentment envelops as the aroma of freshly baked bread fills the air. ,contentment,2017-06-10 12:15:00, BreadLover     ,instagram, #Contentment #FreshBreadAroma          ,28.0,55.0,France,2017,6,10,12
Inspired by the resilience of a lone tree standing tall in a storm. ,resilience,2021-04-15 14:20:00, NatureResilient ,facebook, #Resilience #StandingTall              ,35.0,70.0,USA,2021,4,15,14
"Lost in the pages of a captivating novel, transported to another world. ",immersion,2019-09-28 19:45:00, Bookworm       ,twitter, #Immersion #CaptivatingNovel           ,20.0,40.0,UK,2019,9,28,19
Drenched in nostalgia while flipping through an old family photo album. ,nostalgia,2016-12-05 21:00:00, FamilyHistorian ,instagram, #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0,India,2016,12,5,21
Spark of inspiration ignites like a shooting star in the night sky. ,spark,2018-02-10 23:30:00, NightSkyWatcher ,facebook, #Spark #InspirationIgnited             ,30.0,60.0,Australia,2018,2,10,23
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,gratitude,2023-02-15 08:30:00, TeaEnthusiast  ,twitter, #Gratitude #WarmTea                    ,18.0,35.0,Japan,2023,2,15,8
Marveling at the kaleidoscope of colors in a vibrant street market. ,marvel,2015-08-22 15:00:00, MarketExplorer ,instagram, #Marvel #ColorfulStreetMarket          ,22.0,45.0,Brazil,2015,8,22,15
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,serenity,2020-11-20 18:45:00, LakesideRetreater ,facebook, #Serenity #TranquilSunset              ,28.0,55.0,Germany,2020,11,20,18
Drowning in sorrow as memories of lost love resurface.            ,heartbreak,2019-08-05 21:00:00, LostInLove      ,instagram, #Heartbreak #LostLove                    ,15.0,30.0,USA,2019,8,5,21
Numbness sets in as the weight of loneliness grows heavier.       ,loneliness,2021-02-12 16:45:00, SolitudeSeeker ,twitter, #Loneliness #HeavyHeart                  ,18.0,35.0,Canada,2021,2,12,16
"Tears fall like raindrops, mourning the end of a cherished friendship. ",grief,2020-11-28 14:20:00, FriendshipsEnd  ,facebook, #Grief #LostFriendship                  ,22.0,45.0,UK,2020,11,28,14
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",despair,2016-05-15 22:30:00, LostInDarkness  ,instagram, #Despair #EndlessDarkness               ,28.0,55.0,Australia,2016,5,15,22
"Shattered by betrayal, trust crumbles like fragile glass.          ",betrayal,2018-09-10 13:15:00, BrokenTrust     ,twitter, #Betrayal #ShatteredTrust               ,22.0,45.0,Germany,2018,9,10,13
"Aching heart, the symphony of pain plays in the silence of solitude. ",suffering,2022-03-20 19:30:00, SilentSufferer  ,facebook, #Suffering #HeartacheSymphony          ,25.0,50.0,Brazil,2022,3,20,19
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",emotionalstorm,2017-07-18 17:45:00, StormyFeelings  ,instagram, #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0,India,2017,7,18,17
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",regret,2018-12-15 10:00:00, LingeringGhost  ,twitter, #Regret #HauntedPast                    ,18.0,35.0,France,2018,12,15,10
"Torn apart by grief, the echoes of loss reverberate through the soul. ",grief,2015-06-28 21:15:00, EchoesOfLoss    ,facebook, #Grief #TornApart                       ,28.0,55.0,Italy,2015,6,28,21
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",isolation,2020-04-02 14:20:00, WinterOfEmotions ,instagram, #Isolation #EmotionalWinter            ,35.0,70.0,Japan,2020,4,2,14
"Soul-crushing disappointment, hopes shattered like fragile glass. ",disappointment,2019-10-08 18:30:00, ShatteredHopes  ,twitter, #Disappointment #CrushedHopes          ,20.0,40.0,Spain,2019,10,8,18
"Painful echoes of a love once cherished, now lost in the abyss of time. ",lostlove,2016-11-22 09:45:00, AbyssOfTime     ,facebook, #LostLove #PainfulEchoes               ,22.0,45.0,Netherlands,2016,11,22,9
"Heartache deepens, a solitary journey through the abyss of despair. ",despair,2022-08-18 22:00:00, SolitaryDescent ,instagram, #Despair #AbyssOfHeartache             ,40.0,80.0,South Africa,2022,8,18,22
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",melancholy,2017-03-12 23:30:00, SerenadeOfSolitude ,twitter, #Melancholy #QuietSerenade             ,18.0,35.0,UK,2017,3,12,23
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",bitterness,2015-12-15 16:15:00, PoisonedHeart   ,facebook, #Bitterness #WoundedHeart              ,25.0,50.0,Australia,2015,12,15,16
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",exhaustion,2021-09-05 13:30:00, WearySoulCrushed ,instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0,Canada,2021,9,5,13
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",sorrow,2018-05-22 20:45:00, StringsOfSorrow ,twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0,Germany,2018,5,22,20
"Darkness descends, engulfing the soul in the shadows of despair.  ",darkness,2016-07-10 18:20:00, SoulInShadow    ,facebook, #Darkness #SoulEngulfed                 ,28.0,55.0,USA,2016,7,10,18
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",desperation,2019-04-30 14:00:00, WhisperedDespair ,instagram, #Desperation #GlimmerOfHope            ,22.0,45.0,France,2019,4,30,14
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",ruins,2022-01-08 11:30:00, DreamsInWind    ,twitter, #Ruins #ShatteredDreams                ,20.0,40.0,Brazil,2022,1,8,11
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",desolation,2017-09-10 19:15:00, DreamEchoes ,twitter, #Desolation #ScatteredHope ,20.0,40.0,Australia,2017,9,10,19
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",regret,2022-04-18 11:30:00, RemorseWalker ,instagram, #Regret #PathOfRemorse ,25.0,50.0,Canada,2022,4,18,11
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",grief,2018-12-05 21:45:00, JoyLabyrinth ,facebook, #Grief #LostJoyFootsteps ,18.0,35.0,USA,2018,12,5,21
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",loneliness,2016-06-28 14:20:00, SolitudeSeas ,twitter, #Loneliness #CrashingWaves ,22.0,45.0,UK,2016,6,28,14
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",bitterness,2019-10-22 17:00:00, PalateStainer ,instagram, #Bitterness #StainedTrust ,15.0,30.0,Germany,2019,10,22,17
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",desolation,2021-03-15 22:45:00, HopeRuins ,facebook, #Desolation #WhisperedLoss ,28.0,55.0,Brazil,2021,3,15,22
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",heartbreak,2017-08-10 19:30:00, OceanSinker ,twitter, #Heartbreak #RippleOfDespair ,22.0,45.0,France,2017,8,10,19
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",grief,2023-01-28 14:30:00, InkJournalist ,instagram, #Grief #SilentTears ,30.0,60.0,India,2023,1,28,14
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",betrayal,2016-12-12 10:00:00, TrustWasteland ,facebook, #Betrayal #ReverberatingPromises ,25.0,50.0,Italy,2016,12,12,10
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",resilience,2020-07-18 15:15:00, DreamTightrope ,twitter, #Resilience #TightropeWalk ,35.0,70.0,Japan,2020,7,18,15
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",isolation,2022-05-20 20:30:00, EchoedLaughter ,instagram, #Isolation #SilentSolitude ,30.0,60.0,South Africa,2022,5,20,20
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",regret,2019-11-08 14:45:00, PossibilityGhost ,twitter, #Regret #FadingPossibilities ,18.0,35.0,Spain,2019,11,8,14
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",despair,2017-03-28 22:00:00, EndlessLabyrinth ,facebook, #Despair #EndlessReverberation ,28.0,55.0,Australia,2017,3,28,22
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",sorrow,2020-09-15 18:15:00, RiverOfSorrow ,instagram, #Sorrow #AutumnLeaves ,22.0,45.0,Canada,2020,9,15,18
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",desolation,2018-06-10 13:30:00, DreamGardener ,twitter, #Desolation #ShatteredHopes ,20.0,40.0,UK,2018,6,10,13
